3.6878e-37,2.18642e-36,4.44337e-36,-2.82119e-37,0,0,0.373624,0.0875819,-0.0214662,1.17468,-0.266977,0.715574,2.62403e-40,0.430977,0.0882391,-0.0923833,1.30939,-0.387054,0.633989,3.50798e-37
4.62819e-37,-1.99834e-36,3.40893e-36,-1.43631e-37,0,0,0.336196,0.0738975,0.0334311,1.35565,-0.421343,0.859999,-6.67395e-37,0.3908,0.0805232,-0.0420505,1.50351,-0.603557,0.79538,1.62719e-37
-1.08968e-35,2.23579e-35,1.24367e-35,3.24179e-36,0,0,0.315424,0.0428483,0.0855044,1.40154,-0.517788,0.86,8.99878e-38,0.376094,0.0221444,0.0253508,1.5484,-0.727411,0.856292,-5.85581e-36
8.58182e-37,1.52814e-36,-5.5836e-37,4.20607e-37,0,0,0.308317,0.0132636,0.126434,1.41904,-0.578501,0.86,5.06653e-38,0.368155,-0.0268311,0.0765359,1.56775,-0.802527,0.859999,1.04488e-36
-9.33034e-36,3.20675e-36,5.12574e-36,-2.17834e-37,0,0,0.318209,0.0473194,0.0822039,1.39032,-0.50304,0.86,-1.86218e-37,0.379841,0.0203598,0.0189641,1.53528,-0.696122,0.842418,1.75936e-37
3.54007e-36,-5.05838e-36,-1.69853e-36,3.19147e-37,0,0,0.306886,0.0240071,0.117933,1.41644,-0.565973,0.86,-3.98762e-37,0.371872,-0.0184727,0.057256,1.56337,-0.77801,0.859998,-1.46509e-36
2.85025e-36,-3.27577e-36,7.73135e-36,-8.45702e-37,0,0,0.304399,0.00909947,0.140425,1.42368,-0.597686,0.86,-1.24844e-36,0.367159,-0.0400483,0.0801387,1.57609,-0.821845,0.859999,1.24524e-36
-6.44792e-37,-1.27061e-36,8.07412e-37,1.96294e-36,0,0,0.305185,0.00403572,0.149027,1.42646,-0.610174,0.86,-2.19338e-37,0.364841,-0.0497471,0.0900634,1.57934,-0.837568,0.859999,-8.26235e-37
-2.84522e-36,-1.70675e-37,1.09888e-36,7.17551e-37,0,0,0.307221,0.0059959,0.145845,1.4339,-0.609912,0.86,-2.51726e-38,0.365065,-0.0444944,0.0910862,1.57585,-0.838531,0.859999,-2.02727e-37
-5.47746e-36,6.63802e-36,-2.38555e-35,2.91272e-37,0,0,0.30642,-0.00646365,0.161662,1.44246,-0.635308,0.86,6.2781e-38,0.363492,-0.0622725,0.11088,1.58116,-0.868982,0.859999,-2.09902e-37
-1.70129e-37,-5.57572e-36,2.95574e-36,-2.35037e-37,0,0,0.306397,-0.00973018,0.16879,1.44856,-0.649283,0.86,2.09838e-37,0.363103,-0.0713591,0.126801,1.58208,-0.884997,0.859999,6.11624e-40
3.15078e-37,-4.67947e-36,-6.40898e-36,5.95327e-38,0,0,0.306471,-0.0116158,0.170807,1.45103,-0.656631,0.86,8.93646e-38,0.363462,-0.0776995,0.136735,1.58173,-0.893077,0.859999,-1.092e-36
1.02476e-36,-2.91116e-36,7.45377e-38,4.20936e-39,0,0,0.306215,-0.0144657,0.173973,1.4533,-0.663038,0.86,1.84684e-37,0.363767,-0.083496,0.144356,1.5825,-0.90289,0.859999,2.17058e-37
-6.82626e-36,-5.64384e-38,-6.30929e-36,1.13052e-38,0,0,0.304868,-0.0193957,0.179468,1.45632,-0.672257,0.86,3.12484e-37,0.363816,-0.0936161,0.158983,1.58364,-0.914794,0.859999,-4.68551e-37
-2.52007e-36,1.13825e-36,-1.3094e-36,-5.06729e-38,0,0,0.30434,-0.0225044,0.182182,1.45674,-0.679811,0.86,-1.50209e-37,0.363232,-0.101746,0.167012,1.58622,-0.923793,0.859999,2.18485e-38
-3.5891e-36,-3.42516e-35,-1.50307e-35,3.98428e-37,0,0,0.304496,-0.023653,0.186228,1.45559,-0.687021,0.86,2.91441e-37,0.363736,-0.107517,0.171107,1.5874,-0.931895,0.859999,-1.59168e-36
2.68249e-37,3.05022e-36,-9.92857e-36,-1.22363e-38,0,0,0.305708,-0.024147,0.190986,1.45509,-0.692688,0.86,-6.83774e-38,0.365758,-0.112551,0.175018,1.58949,-0.939477,0.859999,-5.84699e-37
-3.04904e-36,3.17755e-36,-5.2084e-37,-4.96455e-37,0,0,0.306827,-0.0257994,0.194973,1.45568,-0.694987,0.86,3.19461e-37,0.368011,-0.116131,0.179937,1.5904,-0.946463,0.859999,2.45159e-36
-7.88435e-36,5.11561e-37,-1.99263e-36,4.71664e-38,0,0,0.307995,-0.0275297,0.198956,1.45456,-0.700858,0.86,-7.53717e-37,0.369454,-0.117912,0.182316,1.58943,-0.951984,0.859999,3.79719e-36
5.37976e-37,-6.18633e-38,-2.66483e-37,2.49205e-37,0,0,0.308557,-0.0301982,0.203005,1.45423,-0.709427,0.86,3.75641e-38,0.368093,-0.119392,0.184576,1.58939,-0.959123,0.859999,5.55493e-37
1.63032e-36,-3.3729e-36,2.97031e-36,4.4476e-37,0,0,0.308672,-0.0318372,0.20535,1.45451,-0.713898,0.86,-2.91916e-37,0.368497,-0.120841,0.187756,1.58861,-0.963265,0.86,-7.63024e-37
-7.75226e-37,-5.36495e-38,1.89926e-37,1.30872e-36,0,0,0.307729,-0.0331274,0.208548,1.45709,-0.719435,0.86,7.26346e-37,0.367168,-0.121722,0.191129,1.59064,-0.967378,0.86,-1.04275e-36
-1.61533e-36,-2.56275e-36,4.24996e-36,2.47636e-36,0,0,0.307292,-0.0347585,0.210879,1.45651,-0.722653,0.86,-2.81503e-36,0.367315,-0.123177,0.19284,1.59161,-0.970084,0.86,-7.59872e-38
-7.40765e-37,2.0818e-36,-4.01873e-36,5.07392e-37,0,0,0.30718,-0.0375323,0.212762,1.4558,-0.726673,0.86,-9.611e-37,0.367955,-0.124073,0.194617,1.59108,-0.974754,0.86,-5.99017e-37
-7.16198e-38,2.46812e-36,2.44554e-36,-1.1942e-38,0,0,0.307092,-0.0403483,0.21429,1.45653,-0.73114,0.86,-5.5608e-37,0.368742,-0.125586,0.194929,1.59259,-0.978113,0.86,8.11498e-37
-6.02814e-36,-3.13638e-36,-2.2175e-36,2.09549e-36,0,0,0.306497,-0.0416675,0.216427,1.45814,-0.73454,0.86,-4.94831e-38,0.368491,-0.127229,0.19484,1.59497,-0.981772,0.859999,2.73765e-37
1.76986e-35,-3.98215e-36,-1.36263e-35,5.50587e-37,0,0,0.305698,-0.0409533,0.218713,1.45874,-0.736934,0.86,-3.12217e-37,0.367939,-0.12702,0.195044,1.59634,-0.986361,0.86,-9.62498e-38
-5.05879e-37,1.29998e-36,-7.99175e-37,1.56313e-37,0,0,0.305433,-0.0424905,0.22051,1.45987,-0.739534,0.86,3.90469e-37,0.368038,-0.127091,0.196367,1.59679,-0.98957,0.86,4.89707e-38
-1.73339e-36,-2.78301e-36,-3.29156e-36,7.61373e-37,0,0,0.305007,-0.0439165,0.222042,1.4612,-0.74129,0.86,5.85683e-37,0.368213,-0.127006,0.197069,1.59735,-0.991519,0.86,2.64933e-36
8.84068e-37,-5.86711e-37,-3.85755e-37,5.23024e-37,0,0,0.303796,-0.0446147,0.223657,1.4641,-0.742636,0.86,-1.9238e-37,0.369337,-0.125714,0.198543,1.59621,-0.992339,0.86,3.55358e-37
-1.01454e-37,2.69576e-36,-6.50759e-37,-6.97911e-37,0,0,0.304058,-0.045504,0.225209,1.46371,-0.745644,0.86,-6.62164e-37,0.370001,-0.125834,0.198681,1.59559,-0.993871,0.86,-3.97854e-37
1.55816e-37,9.65799e-37,-3.67909e-37,-1.44447e-37,0,0,0.303689,-0.0466668,0.22646,1.46375,-0.747621,0.86,3.2124e-37,0.369888,-0.126475,0.198982,1.59591,-0.993891,0.86,9.33557e-38
3.74597e-37,-1.78196e-36,-7.3357e-36,7.23308e-38,0,0,0.303798,-0.0477776,0.227219,1.46524,-0.747646,0.86,5.00149e-37,0.369558,-0.128648,0.1991,1.59296,-0.99064,0.86,-1.16085e-36
5.79893e-37,2.47699e-38,3.47951e-37,-1.86389e-37,0,0,0.303693,-0.048146,0.227867,1.46698,-0.748975,0.86,4.96939e-37,0.367985,-0.128871,0.200111,1.59391,-0.990845,0.86,3.01532e-37
